Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
935,Sales,Male,38,Manager,2015-08-22,5,Bachelor,3,43265.05,58,25,20,6,75,11,24,1,1.34,True
936,Sales,Female,30,Developer,2024-08-25,4,PhD,4,43646.44,37,19,18,7,0,13,75,1,3.48,False
937,Legal,Female,31,Analyst,2025-03-02,1,Diploma,4,32915.3,44,12,12,8,100,12,77,0,1.83,False
938,HR,Male,22,Executive,2016-01-25,7,MBA,4,52093.14,45,24,9,10,0,11,65,1,3.36,False
939,IT,Male,30,Developer,2021-08-10,8,Master,4,48781.3,57,25,14,4,50,14,23,0,4.63,False
940,Sales,Female,36,Analyst,2017-03-01,9,MBA,4,62466.33,42,20,18,9,75,14,53,3,2.15,True
941,Marketing,Male,30,Associate,2015-12-21,2,Bachelor,4,38921.1,36,16,6,5,100,13,52,2,4.5,False
942,Legal,Female,26,Manager,2018-01-05,7,Diploma,3,50403.97,43,25,14,3,25,3,50,0,3.37,False
943,Finance,Male,31,Associate,2016-05-06,4,Master,4,42270.05,50,20,6,0,0,9,80,0,1.18,True
944,HR,Male,31,Lead,2023-07-24,1,Diploma,3,38866.27,37,14,20,9,100,7,33,1,2.0,False
945,Marketing,Female,36,Developer,2019-05-03,1,PhD,2,33203.97,59,25,2,6,25,5,12,3,1.87,False
946,HR,Female,38,Manager,2016-11-24,4,Master,3,48434.26,58,25,5,6,50,12,70,2,4.91,True
947,HR,Female,38,Associate,2021-10-22,0,Master,3,40514.55,37,22,15,1,0,8,32,3,3.11,False
948,Operations,Female,31,Associate,2016-04-13,3,Diploma,3,42272.6,57,25,12,7,100,3,17,2,4.01,True
949,Operations,Male,42,Manager,2021-02-11,5,Bachelor,4,51709.42,35,22,5,2,25,14,67,3,3.14,False
950,Legal,Female,21,Manager,2021-03-05,5,MBA,3,46329.98,41,20,0,0,0,6,36,2,3.24,False
951,IT,Female,35,Executive,2022-03-28,9,Bachelor,4,59426.77,40,22,3,4,75,4,80,2,4.57,False
952,Marketing,Male,29,Manager,2023-01-04,9,MBA,4,62007.61,58,25,19,3,50,6,71,3,3.27,True
953,Operations,Female,21,Analyst,2018-08-24,4,Bachelor,3,46641.21,41,14,2,5,25,3,49,3,2.23,False
954,Marketing,Male,25,Developer,2015-06-28,3,MBA,3,40203.65,43,21,0,7,25,5,41,2,1.09,True
955,HR,Female,32,Developer,2016-06-10,10,Bachelor,3,62124.88,49,18,4,8,50,12,8,1,3.31,False
956,Legal,Female,33,Lead,2017-10-06,8,Diploma,4,58249.94,39,20,5,8,50,10,44,2,4.67,False
957,HR,Female,29,Developer,2025-11-26,1,PhD,3,37866.5,41,18,14,9,25,11,22,2,2.29,False
958,Finance,Male,33,Analyst,2015-03-30,5,Bachelor,4,49005.9,39,15,20,6,100,4,32,0,2.23,False
959,Sales,Male,28,Manager,2024-11-25,6,Bachelor,3,47102.86,39,18,16,5,50,11,51,0,3.11,False
960,Finance,Female,35,Executive,2017-07-22,9,Bachelor,4,59508.1,35,17,20,4,75,12,64,1,3.57,False
961,HR,Male,33,Analyst,2017-06-12,5,MBA,3,45720.08,48,17,1,9,25,13,32,3,3.01,False
962,IT,Male,24,Analyst,2023-11-24,2,Master,3,28351.15,52,25,5,3,50,11,38,1,4.51,False
963,Marketing,Male,32,Developer,2018-09-26,10,Master,4,55188.79,52,22,13,1,25,11,74,0,2.38,True
964,Marketing,Female,36,Manager,2015-05-05,5,Bachelor,3,51590.03,46,25,4,8,75,4,57,2,4.26,False
965,Sales,Male,27,Associate,2018-05-08,6,MBA,3,49958.78,53,25,20,6,0,7,45,2,3.87,False
966,Marketing,Male,23,Developer,2017-11-02,6,PhD,3,48865.64,52,25,8,1,100,14,12,1,1.94,False
967,Finance,Female,28,Executive,2025-02-10,10,Diploma,3,58079.41,57,24,19,5,50,14,13,0,1.08,False
968,Legal,Male,35,Developer,2015-09-17,4,MBA,4,35483.45,35,23,1,2,0,6,45,0,1.48,False
969,HR,Male,28,Analyst,2024-10-24,9,PhD,4,67496.3,57,23,6,4,25,7,64,3,2.28,False
970,Sales,Female,35,Executive,2017-10-16,6,Bachelor,4,46881.11,53,25,10,3,75,11,29,0,3.88,False
971,Marketing,Male,22,Manager,2022-03-04,9,Diploma,4,56617.41,46,22,0,3,75,6,60,0,2.87,False
972,Marketing,Female,25,Analyst,2020-12-06,3,PhD,3,35602.3,53,23,17,1,50,13,45,2,1.46,False
973,Finance,Female,34,Associate,2024-01-01,9,Diploma,4,61746.36,42,19,0,9,75,12,46,3,1.92,True
974,HR,Female,33,Developer,2024-11-13,10,Bachelor,3,60722.76,42,25,15,4,50,8,8,0,3.47,False
975,Finance,Female,29,Executive,2015-02-21,5,MBA,5,48699.5,41,20,2,2,50,10,78,2,2.65,False
976,Sales,Male,27,Manager,2024-11-16,7,Master,4,52822.91,44,25,12,3,0,9,77,0,4.99,False
977,Marketing,Male,36,Developer,2023-09-25,9,PhD,4,57488.54,42,17,6,9,75,12,79,2,3.5,False
978,Finance,Male,30,Lead,2024-04-08,6,Bachelor,3,50104.38,54,22,8,0,75,3,40,2,2.04,False
979,Operations,Male,41,Associate,2025-11-26,10,MBA,4,58679.06,57,21,15,5,0,10,31,1,4.47,False
980,HR,Male,31,Lead,2017-09-15,10,Master,3,65920.8,45,25,12,8,50,13,20,2,1.89,False
981,Sales,Female,31,Lead,2021-02-28,1,Diploma,3,27213.58,56,25,11,0,100,10,29,0,3.35,False
982,Legal,Male,28,Analyst,2022-04-30,4,MBA,5,48912.46,44,24,20,2,25,6,67,2,4.44,False
983,Operations,Female,38,Manager,2016-02-19,8,MBA,4,58082.95,42,23,18,0,25,14,53,1,2.73,False
984,Marketing,Male,23,Manager,2015-12-02,10,Diploma,2,55331.51,38,18,14,8,25,3,9,0,3.74,False
985,Legal,Female,36,Developer,2016-02-22,9,Master,3,58193.21,41,20,4,9,50,12,11,1,4.74,False
986,IT,Female,29,Executive,2016-09-23,0,PhD,3,26533.25,40,21,12,1,0,5,14,0,3.08,False
987,Operations,Male,24,Associate,2022-11-17,8,PhD,3,56927.51,59,25,5,2,0,12,5,2,2.08,False
988,Marketing,Male,32,Developer,2025-05-14,10,MBA,4,63977.9,43,23,1,9,25,5,76,1,2.94,False
989,Sales,Female,26,Lead,2025-03-14,1,PhD,4,30565.36,55,25,5,3,75,11,69,1,2.88,False
990,IT,Female,39,Executive,2017-02-27,7,Master,4,49601.85,38,14,7,7,100,10,79,1,3.69,False
991,HR,Female,28,Analyst,2025-03-01,5,Master,3,51163.51,49,22,13,7,25,6,37,2,4.21,False
992,Legal,Female,24,Lead,2018-07-21,6,Master,2,42276.78,59,25,2,2,75,11,8,0,4.85,False
993,Legal,Male,24,Developer,2025-03-05,10,PhD,4,61068.5,57,25,13,2,100,9,32,0,1.63,False
994,HR,Female,40,Analyst,2015-05-12,3,Bachelor,3,47753.06,58,25,19,10,25,6,20,1,3.92,False
995,HR,Male,32,Associate,2021-08-12,3,Bachelor,3,34000.44,39,17,1,5,75,13,7,0,1.54,True
996,Sales,Male,28,Associate,2017-12-27,2,Master,3,39911.9,55,22,19,0,25,5,24,0,1.77,True
997,Finance,Female,35,Lead,2017-12-19,2,MBA,4,37903.11,47,25,17,9,100,9,80,0,4.75,False
998,Finance,Female,31,Associate,2025-07-28,10,MBA,3,61016.97,45,17,2,9,25,10,63,0,2.23,False
999,Sales,Male,31,Associate,2024-10-06,2,Master,4,46616.52,38,24,20,2,100,6,75,3,3.75,False
1000,Legal,Female,37,Analyst,2025-04-15,2,PhD,3,38759.25,52,25,15,5,50,14,36,3,1.46,False
1001,Sales,Female,35,Manager,2024-02-19,5,Master,3,46011.88,43,17,5,2,100,5,11,2,1.87,False
1002,Marketing,Male,21,Analyst,2019-05-26,9,Bachelor,4,56404.17,59,25,13,2,50,3,56,1,2.02,False
1003,Legal,Male,31,Developer,2015-11-16,9,Master,4,55152.65,48,23,17,8,0,14,80,0,3.88,False
1004,HR,Female,36,Lead,2015-05-18,0,PhD,3,29191.01,38,21,16,4,0,7,31,2,4.93,True
1005,Marketing,Male,33,Developer,2016-06-02,1,Bachelor,2,30680.54,60,25,6,9,50,4,43,2,4.22,False
1006,Legal,Female,32,Lead,2023-02-15,8,Diploma,5,58322.23,50,25,7,4,50,12,69,0,1.63,False
1007,Legal,Female,21,Executive,2020-03-17,8,MBA,4,62002.08,43,17,20,4,100,5,47,3,4.88,False
1008,Operations,Male,38,Analyst,2021-08-24,9,Diploma,3,55794.64,38,13,1,4,75,10,49,0,2.76,False
1009,Marketing,Male,27,Manager,2018-08-21,1,MBA,4,35231.57,53,20,16,0,25,14,79,0,2.81,False
1010,Legal,Male,31,Analyst,2021-06-10,2,MBA,3,40840.33,54,25,0,3,75,8,67,1,2.41,False
1011,IT,Female,36,Manager,2021-09-21,10,PhD,4,62143.18,51,25,11,9,0,8,68,2,2.94,False
1012,Marketing,Male,38,Associate,2025-09-07,10,Bachelor,4,57982.34,49,23,9,10,25,11,25,0,3.04,False
1013,Marketing,Male,26,Executive,2022-11-20,7,Master,4,46189.65,49,22,16,6,25,4,36,0,4.37,True
1014,IT,Female,34,Executive,2021-02-15,4,Master,4,42465.92,36,23,7,8,25,4,73,1,4.68,False
1015,Operations,Male,28,Associate,2017-06-20,8,Bachelor,4,53218.52,42,17,20,5,50,3,14,2,3.73,False
1016,Marketing,Female,31,Lead,2016-05-27,1,Bachelor,4,39665.42,53,15,15,8,50,9,44,2,4.77,False
1017,IT,Male,32,Executive,2025-01-12,7,Diploma,3,51082.1,47,24,4,9,25,11,19,2,2.04,True
1018,Legal,Female,38,Associate,2023-11-15,4,MBA,3,48893.6,43,22,15,7,50,4,37,3,4.22,False
1019,Operations,Female,28,Manager,2022-05-03,9,Diploma,3,59564.12,41,21,10,9,75,13,15,1,2.17,False
1020,IT,Male,41,Developer,2018-02-16,10,Master,4,64995.56,51,18,20,5,100,6,66,2,3.27,False
1021,HR,Female,33,Manager,2017-10-22,4,Master,4,48306.05,60,25,3,10,50,9,77,3,4.5,True
1022,HR,Male,21,Lead,2018-02-26,1,Diploma,3,31887.2,56,25,10,4,50,10,35,1,3.54,True
1023,Legal,Female,31,Manager,2024-03-30,10,MBA,2,56293.27,49,22,11,0,100,8,18,1,4.38,False
1024,IT,Female,21,Executive,2022-05-21,7,MBA,4,45491.19,42,20,13,2,100,11,59,1,3.5,False
1025,HR,Female,33,Analyst,2019-08-14,2,Master,4,42070.09,37,22,8,10,75,6,71,2,2.05,False
1026,Legal,Male,31,Manager,2019-06-05,1,Bachelor,2,32417.62,57,25,0,5,100,5,24,0,3.8,True
1027,HR,Female,31,Analyst,2020-10-24,4,MBA,4,46993.7,36,23,1,7,50,7,49,2,3.69,True
1028,IT,Male,45,Lead,2019-09-22,7,PhD,4,53421.95,42,25,5,8,100,12,58,0,2.78,False
1029,Operations,Female,29,Associate,2024-06-20,3,MBA,3,34380.33,46,19,13,1,25,7,21,1,4.44,False
1030,IT,Male,34,Lead,2018-07-18,1,Bachelor,3,36936.91,49,25,5,1,75,12,22,1,1.42,False
1031,Finance,Female,50,Analyst,2022-08-26,4,MBA,3,46859.43,44,19,20,6,0,9,38,1,4.89,False
1032,Marketing,Female,38,Lead,2025-08-08,10,Diploma,4,61635.25,43,21,0,8,25,4,42,1,3.47,True
1033,Legal,Female,33,Associate,2022-12-18,3,Diploma,4,43930.71,54,25,19,2,50,5,73,3,4.56,False
1034,Operations,Female,34,Developer,2018-04-03,10,MBA,3,59983.0,53,25,2,9,50,5,47,1,2.22,False
1035,Legal,Female,30,Executive,2018-11-21,4,MBA,4,51657.03,48,19,1,7,25,12,76,2,4.43,False
1036,Marketing,Female,36,Executive,2018-01-12,10,MBA,3,62061.17,60,25,6,4,25,7,7,0,4.91,False
1037,IT,Male,24,Developer,2023-09-13,10,PhD,3,58967.39,54,23,9,2,100,13,48,2,4.78,False
1038,HR,Male,32,Associate,2021-04-18,9,PhD,5,60289.58,59,25,1,4,75,5,76,1,1.03,False
1039,HR,Female,27,Analyst,2025-01-02,0,PhD,3,35156.26,40,25,7,9,50,10,27,1,3.42,False
1040,Sales,Female,34,Lead,2020-06-04,4,Master,4,43635.38,43,17,20,1,100,7,80,3,2.18,False
1041,Marketing,Female,39,Manager,2015-10-04,8,PhD,3,51824.18,40,12,12,10,25,6,9,1,3.91,False
1042,Finance,Female,23,Developer,2016-02-14,5,PhD,4,55202.12,35,22,18,3,25,4,53,2,4.08,False
1043,IT,Male,31,Developer,2020-03-29,6,Master,4,51343.87,59,25,2,1,100,14,73,1,1.12,False
1044,Finance,Female,34,Analyst,2018-11-06,3,Bachelor,4,47484.29,59,25,0,1,0,9,77,3,3.35,False
1045,Legal,Female,28,Executive,2016-05-09,7,MBA,5,54574.51,48,25,19,8,75,11,76,3,2.29,False
1046,Marketing,Male,32,Manager,2022-11-26,5,Master,2,37597.67,49,24,6,10,0,13,27,2,3.5,False
1047,IT,Female,36,Developer,2017-08-21,9,MBA,4,66638.22,59,25,10,1,0,11,61,3,1.97,False
1048,IT,Female,33,Executive,2015-11-10,2,Diploma,4,41868.33,37,15,11,6,50,13,64,1,1.42,False
1049,Finance,Female,28,Developer,2017-11-25,2,Diploma,4,35010.81,47,23,20,1,100,5,73,2,3.26,False
1050,HR,Female,37,Executive,2020-09-25,10,Master,4,62760.82,56,23,7,3,75,3,70,1,2.45,False
1051,Marketing,Female,41,Analyst,2024-03-30,5,Diploma,4,44977.42,42,19,2,5,0,14,65,0,2.4,False
1052,HR,Male,32,Lead,2024-04-08,4,Master,3,43222.47,53,25,15,2,0,5,17,0,1.3,False
1053,HR,Female,38,Developer,2025-02-23,1,Diploma,4,32289.56,51,25,3,0,25,13,33,1,2.37,False
1054,Marketing,Female,33,Lead,2021-07-20,3,Bachelor,3,36346.21,35,22,4,8,0,8,31,2,3.2,False
1055,Marketing,Female,24,Lead,2017-12-26,8,MBA,4,52652.55,35,18,18,0,25,4,34,1,2.1,False
1056,Operations,Male,36,Executive,2025-07-08,10,PhD,5,67356.1,49,25,16,9,0,5,69,0,2.1,True
1057,Operations,Female,38,Analyst,2024-10-17,0,MBA,4,34625.0,60,25,15,1,75,6,80,0,4.63,False
1058,HR,Male,39,Associate,2016-05-07,3,Master,2,37078.77,37,18,19,2,25,14,13,1,3.89,False
1059,Finance,Female,31,Lead,2023-03-07,1,Bachelor,3,41715.46,60,25,12,6,50,8,43,3,2.21,False
1060,Sales,Female,48,Manager,2016-09-29,4,Bachelor,4,48409.76,54,25,3,0,100,11,80,3,1.53,False
1061,Marketing,Female,35,Manager,2018-08-02,0,PhD,4,30429.57,46,25,5,0,25,6,47,0,4.25,False
1062,Operations,Female,31,Associate,2020-02-21,6,Bachelor,2,40823.79,43,25,3,10,75,11,24,0,1.97,False
1063,HR,Male,24,Associate,2026-03-03,5,Diploma,3,49429.49,52,25,5,10,0,10,47,2,1.61,False
1064,Legal,Male,26,Associate,2015-04-08,8,Diploma,4,64030.76,57,25,9,4,75,3,74,2,1.96,False
1065,Operations,Male,27,Analyst,2015-04-02,1,MBA,3,32864.26,37,22,1,2,50,9,57,2,1.8,False
1066,IT,Female,24,Lead,2023-08-09,4,PhD,4,46962.06,48,18,3,9,50,12,72,3,1.88,False
1067,Marketing,Male,42,Manager,2022-10-14,8,Diploma,5,57590.8,58,25,18,0,100,9,79,1,2.68,False
1068,Legal,Female,36,Analyst,2025-09-27,2,Bachelor,4,47857.02,56,25,8,6,25,6,69,3,2.24,False
1069,Finance,Female,21,Developer,2016-01-05,3,MBA,3,39450.22,56,23,20,8,25,12,71,1,1.76,True
1070,Sales,Female,31,Manager,2016-01-15,6,Bachelor,4,49760.22,53,22,4,5,0,11,53,1,2.63,False
1071,Marketing,Male,33,Manager,2019-10-02,8,Bachelor,3,62663.93,42,25,13,5,0,14,17,2,1.16,False
1072,Operations,Male,31,Developer,2026-03-26,1,MBA,2,23477.04,51,25,10,5,100,9,16,0,2.94,False
1073,IT,Female,48,Executive,2023-01-09,4,MBA,2,39066.45,48,23,16,1,100,11,32,2,2.2,False
1074,HR,Male,27,Manager,2017-03-03,6,Bachelor,4,51921.6,56,25,14,7,75,14,73,3,1.78,False
1075,IT,Male,41,Lead,2018-01-24,10,MBA,4,68331.34,38,20,18,4,100,7,58,2,2.91,False
1076,Sales,Male,30,Analyst,2023-09-09,7,Diploma,3,48370.18,41,18,18,4,100,9,14,0,3.83,False
1077,HR,Male,45,Associate,2019-07-17,5,Master,4,47816.65,41,24,3,10,25,12,24,0,4.46,False
1078,Legal,Male,21,Executive,2017-02-19,7,Diploma,3,50525.7,42,17,9,3,0,13,26,3,3.37,False
1079,Legal,Female,32,Lead,2025-08-28,1,Bachelor,4,29561.5,43,23,10,2,25,6,69,0,4.73,True
1080,Operations,Female,43,Executive,2026-01-30,3,Master,4,41164.98,36,23,17,10,25,4,67,1,4.05,False
1081,Sales,Male,35,Executive,2018-04-05,6,Bachelor,4,55101.06,60,22,6,2,50,8,79,3,2.53,False
1082,Marketing,Male,24,Developer,2021-12-27,4,Bachelor,3,38686.08,53,23,14,9,0,12,43,0,2.9,True
1083,Operations,Female,21,Executive,2017-12-07,0,MBA,4,36863.72,49,25,6,10,75,13,74,3,2.2,False
1084,IT,Female,26,Manager,2016-04-05,2,Master,3,33747.16,44,24,3,6,50,13,51,1,2.85,False
1085,Finance,Male,24,Associate,2022-08-03,0,PhD,4,26351.01,40,16,13,3,100,14,79,0,3.71,False
1086,Operations,Female,23,Manager,2024-12-01,8,Diploma,3,55144.46,51,25,14,9,25,9,75,3,1.2,False
1087,Legal,Male,41,Manager,2019-05-27,6,PhD,3,40900.3,48,23,7,3,25,10,45,0,3.55,True
1088,Finance,Male,31,Executive,2018-09-05,7,Master,4,56117.79,51,23,8,3,100,9,79,0,4.73,True
1089,Finance,Male,25,Developer,2021-01-15,5,Master,3,50428.49,41,24,7,4,25,8,27,3,4.24,False
1090,Operations,Male,24,Lead,2016-04-30,7,Master,4,51482.98,39,14,2,5,50,14,40,0,4.57,True
1091,Finance,Female,23,Analyst,2017-01-01,6,Master,3,50457.71,51,25,12,8,50,5,23,2,2.1,False
1092,Finance,Male,34,Analyst,2015-11-27,10,PhD,2,60697.75,45,23,19,5,50,5,11,2,1.87,False
1093,HR,Female,33,Analyst,2017-08-20,3,Diploma,4,46041.14,54,25,9,7,75,3,45,2,3.36,False
1094,Sales,Female,26,Executive,2016-04-12,9,Diploma,4,63086.01,41,20,0,0,100,11,42,3,2.44,False
1095,IT,Male,41,Lead,2016-02-18,1,Bachelor,3,32796.56,41,20,17,6,0,12,64,0,4.14,False
1096,IT,Female,26,Manager,2024-07-26,4,Master,4,44679.86,41,25,18,0,100,6,74,1,4.31,True
1097,Legal,Male,27,Manager,2022-04-22,10,MBA,4,67375.21,53,22,5,3,0,8,20,3,2.05,False
1098,HR,Female,32,Executive,2019-08-03,8,Bachelor,4,52394.2,55,23,0,8,50,12,39,0,2.5,False
1099,IT,Male,25,Manager,2024-04-07,5,Bachelor,3,40577.05,60,25,5,2,50,6,5,0,3.97,False
1100,Legal,Female,34,Executive,2016-09-11,7,Bachelor,2,54143.5,57,25,7,0,0,12,8,3,1.67,False
1101,Legal,Female,22,Lead,2018-02-06,8,MBA,4,56674.54,48,20,5,9,0,7,31,1,4.23,False
1102,Sales,Male,26,Associate,2023-11-27,5,PhD,3,45803.65,49,25,12,5,0,7,22,2,4.22,False
1103,Operations,Female,41,Manager,2017-03-20,8,PhD,4,59964.81,45,22,18,0,0,5,50,2,4.14,False
1104,Marketing,Male,32,Analyst,2015-12-30,1,Bachelor,3,34534.36,43,18,4,6,100,4,19,3,3.29,False
1105,IT,Male,33,Executive,2023-10-15,7,PhD,3,42750.93,47,18,17,4,0,14,63,0,2.65,False
1106,IT,Male,28,Manager,2025-03-30,5,MBA,4,45460.13,38,16,15,8,0,3,58,0,4.71,True
1107,Marketing,Female,36,Developer,2023-10-13,7,Master,3,48704.39,39,14,14,0,50,5,44,1,3.27,False
1108,Sales,Male,30,Executive,2017-04-10,2,PhD,5,40682.54,51,25,15,4,100,4,65,3,3.24,False
1109,Finance,Female,25,Executive,2025-03-04,0,MBA,4,26796.39,54,25,2,1,100,10,65,0,1.26,True
1110,HR,Male,40,Analyst,2018-07-11,8,Bachelor,3,48917.33,54,25,16,3,50,6,16,3,3.41,False
1111,Operations,Male,33,Associate,2020-02-23,0,PhD,3,38426.07,40,21,6,9,75,8,28,3,3.5,False
1112,HR,Male,38,Lead,2020-05-19,8,Bachelor,4,58589.49,44,25,2,4,0,9,69,3,2.17,False
1113,HR,Female,30,Developer,2025-10-02,3,Bachelor,3,32582.61,59,25,6,6,50,4,42,0,2.89,False
1114,Operations,Female,26,Lead,2017-03-14,1,MBA,3,36085.17,48,25,0,1,50,13,27,2,2.61,False
1115,Operations,Female,34,Lead,2017-05-05,5,Bachelor,3,53282.05,40,20,5,6,50,10,57,2,3.63,False
1116,Sales,Male,34,Associate,2019-05-14,0,Diploma,3,27821.28,39,18,7,3,0,12,23,1,4.2,True
1117,Legal,Female,34,Developer,2016-10-16,8,Diploma,3,47457.8,39,18,11,6,75,4,51,1,3.08,False
1118,IT,Male,35,Analyst,2018-02-18,1,Diploma,3,36109.59,51,25,12,9,50,4,71,2,1.01,True
1119,Operations,Male,27,Developer,2019-10-21,8,Master,3,59089.45,38,25,20,6,25,5,50,1,2.27,False
1120,Finance,Female,43,Executive,2022-10-11,8,MBA,4,54674.41,38,24,7,9,0,13,74,0,2.1,False
1121,IT,Male,35,Manager,2020-08-19,4,Bachelor,4,49904.15,54,25,13,4,25,4,58,3,1.84,False
1122,Legal,Male,36,Lead,2021-03-13,10,MBA,3,61361.89,52,25,8,10,75,7,19,1,3.94,False
1123,IT,Female,21,Executive,2015-01-28,9,Master,3,59153.36,48,25,2,8,75,6,5,2,3.28,False
1124,Legal,Male,22,Manager,2015-10-01,3,Master,2,34919.75,51,24,15,0,50,13,13,2,4.86,False
1125,Sales,Female,25,Lead,2015-12-31,10,Master,5,64630.12,45,19,20,6,100,14,63,0,4.79,False
1126,Sales,Female,21,Analyst,2025-03-18,1,MBA,2,34462.32,57,25,16,8,75,3,22,1,4.13,False
1127,IT,Male,29,Lead,2016-09-21,9,MBA,4,53127.02,35,18,16,9,75,12,58,0,4.71,False
1128,Sales,Male,33,Manager,2016-01-04,7,PhD,4,53493.69,54,25,3,5,50,11,47,1,1.71,False
1129,Legal,Male,33,Manager,2025-07-23,3,Diploma,2,40870.13,47,24,20,2,100,9,10,2,4.05,False
1130,Sales,Male,35,Executive,2019-02-28,5,Diploma,4,43908.14,60,25,6,1,75,7,70,1,4.09,False
1131,Legal,Male,46,Lead,2017-07-26,2,PhD,4,42002.63,59,25,8,4,50,13,12,2,2.0,True
1132,Operations,Male,24,Manager,2025-05-19,6,MBA,2,48566.06,46,25,20,7,50,10,6,3,1.95,True
1133,HR,Male,26,Associate,2017-07-12,0,Diploma,3,34980.97,39,20,7,4,75,11,20,2,3.34,True
1134,Marketing,Male,38,Developer,2021-07-22,5,Master,3,48367.88,52,22,6,8,75,3,40,3,4.83,False
1135,Legal,Female,27,Manager,2018-09-08,7,Master,4,58391.52,36,16,0,5,100,13,42,1,1.09,False
1136,Finance,Male,23,Lead,2022-01-30,8,PhD,4,50396.83,38,18,9,6,25,4,51,1,4.61,False
1137,Finance,Female,26,Manager,2021-12-15,0,Bachelor,3,27663.59,60,25,9,10,25,6,61,3,3.54,False
1138,Sales,Female,32,Analyst,2024-01-12,6,Bachelor,2,42781.31,54,24,7,4,75,11,31,0,1.4,True
1139,Marketing,Female,31,Associate,2024-02-03,9,PhD,5,68812.01,42,14,19,0,50,4,35,3,4.47,False
1140,Operations,Female,31,Associate,2023-12-03,8,Bachelor,3,56174.63,60,24,5,9,100,10,45,2,4.7,False
1141,Legal,Male,33,Manager,2021-12-31,10,Bachelor,3,54914.16,60,25,8,9,0,6,69,2,4.82,False
1142,Sales,Male,34,Developer,2020-06-24,7,Bachelor,4,56372.54,60,24,1,10,100,13,70,2,1.14,False
1143,Legal,Female,24,Manager,2022-11-01,3,Bachelor,2,36400.78,60,20,2,3,0,7,15,1,1.59,False
1144,Finance,Male,27,Manager,2016-04-03,7,PhD,3,49998.42,59,25,11,7,75,13,6,1,4.7,False
1145,Legal,Female,35,Analyst,2022-04-16,2,Bachelor,3,35352.55,37,10,17,0,50,14,35,1,2.22,False
1146,Marketing,Male,33,Lead,2016-10-22,8,MBA,4,57995.93,49,25,1,0,100,11,74,1,1.19,False
1147,Marketing,Female,23,Associate,2021-08-25,2,Bachelor,3,42243.86,49,21,12,9,25,12,71,3,2.77,False
1148,IT,Male,30,Developer,2022-05-27,6,Bachelor,4,47246.07,55,25,11,9,25,11,66,0,3.71,False
1149,IT,Female,32,Associate,2017-03-10,4,Master,4,47549.32,35,21,4,9,50,13,80,3,2.51,False
1150,Legal,Male,23,Developer,2017-04-12,3,Bachelor,3,39540.22,42,19,13,1,25,13,23,2,2.02,False
1151,HR,Male,21,Lead,2021-12-04,9,Bachelor,3,59941.63,60,25,12,0,50,3,10,1,2.11,False
1152,Sales,Female,25,Associate,2018-10-05,4,Diploma,4,43527.12,49,21,7,4,100,3,44,3,2.41,True
1153,Sales,Male,37,Manager,2020-04-21,6,PhD,4,50471.22,45,20,18,10,50,4,44,2,2.23,False
1154,IT,Male,23,Manager,2018-05-06,0,Diploma,3,30428.24,46,18,15,9,100,4,22,0,1.11,False
1155,Sales,Male,32,Analyst,2019-02-14,7,MBA,4,49094.46,48,25,3,0,25,11,31,0,4.36,False
1156,Sales,Female,24,Lead,2015-04-17,0,PhD,4,26650.84,51,21,11,3,25,6,78,0,2.73,False
1157,IT,Male,28,Manager,2018-02-12,6,PhD,3,42259.54,38,18,5,6,100,8,50,0,4.53,True
1158,Operations,Female,43,Manager,2019-06-27,5,PhD,4,46537.64,58,25,3,1,50,10,64,0,1.67,False
1159,Legal,Female,34,Analyst,2024-12-03,8,Bachelor,4,59028.38,60,25,2,1,50,5,26,1,2.36,False
1160,Marketing,Male,42,Developer,2015-08-12,8,Bachelor,3,57031.91,54,24,8,7,0,5,17,1,4.04,False
1161,Legal,Male,21,Executive,2018-03-12,5,Diploma,3,47900.09,49,25,12,8,100,4,22,1,1.53,False
1162,Sales,Male,31,Manager,2017-05-05,7,MBA,4,56849.26,51,16,7,7,25,6,24,3,1.14,False
1163,IT,Female,36,Manager,2016-05-27,1,Bachelor,3,33323.54,39,20,9,4,25,8,54,1,1.81,False
1164,Sales,Female,33,Manager,2024-09-29,4,Diploma,2,40752.05,39,24,16,10,25,7,8,1,3.41,False
1165,Marketing,Male,31,Associate,2022-10-15,6,Bachelor,4,47758.3,53,19,1,6,50,8,76,1,3.96,True
1166,Legal,Female,26,Lead,2025-05-18,5,Diploma,3,43458.48,49,25,1,5,25,6,19,2,3.93,False
1167,Marketing,Female,39,Associate,2016-11-11,3,PhD,3,40518.24,43,21,15,8,100,12,22,2,4.87,False
1168,Finance,Male,28,Executive,2022-06-22,9,Diploma,4,55290.53,36,19,7,10,100,6,69,0,4.54,False
1169,Marketing,Male,41,Associate,2017-02-11,1,Diploma,3,31627.87,60,25,19,8,50,13,30,0,2.81,False
1170,HR,Female,32,Lead,2018-07-15,8,Bachelor,5,60267.04,52,25,11,1,0,11,79,3,1.13,False
1171,HR,Male,38,Associate,2022-05-26,2,Diploma,4,38098.59,47,20,2,8,50,6,66,0,4.28,False
